year,ELY centre,species,Number of enterprises,Area total (ha),Young population not yet yielding any crop (ha),Crop yielding population (ha),High tunnel cultivation (ha),Yield (1 000 kg),Yield (kg/ha)
2019,Pirkanmaa,Sprouting broccoli,2,..,..,..,..,..,..
2019,Pirkanmaa,Kohlrabi,..,..,..,..,..,..,..
2019,Pirkanmaa,Chinese cabbage,..,..,..,..,..,..,..
2019,Pirkanmaa,Carrot,5,1,..,..,..,7,..
2019,Pirkanmaa,Red beet,1,..,..,..,..,..,..
2019,Pirkanmaa,Swede,..,..,..,..,..,..,..
2019,Pirkanmaa,Turnip,1,..,..,..,..,..,..
2019,Pirkanmaa,Celeriac,..,..,..,..,..,..,..
2019,Pirkanmaa,Parsnip,..,..,..,..,..,..,..
2019,Pirkanmaa,Leek,..,..,..,..,..,..,..
2019,Pirkanmaa,Gherkin,4,1,..,..,..,8,..
2019,Pirkanmaa,Pumpkin,2,..,..,..,..,..,..
2019,Pirkanmaa,Courgette,5,1,..,..,..,13,..
2019,Pirkanmaa,Lettuces,6,40,..,..,..,269,..
2019,Pirkanmaa,Celery,..,..,..,..,..,..,..
2019,Pirkanmaa,Spinach,..,..,..,..,..,..,..
2019,Pirkanmaa,Rhubarb,..,..,..,..,..,..,..
2019,Pirkanmaa,Dill,3,0,..,..,..,0,..
2019,Pirkanmaa,Parsley,..,..,..,..,..,..,..
2019,Pirkanmaa,Garlic,2,..,..,..,..,..,..
2019,Pirkanmaa,Sweet corn,2,..,..,..,..,..,..
2019,Pirkanmaa,Asparagus,2,..,..,..,..,..,..
2019,Pirkanmaa,Strawberry,62,153,..,148,2,619,..
2019,Pirkanmaa,Black and green currant,26,52,..,46,..,40,..
2019,Pirkanmaa,Red currant,6,2,..,2,..,0,..
2019,Pirkanmaa,White currant,2,..,..,..,..,..,..
2019,Pirkanmaa,Raspberry,25,19,..,17,1,78,..
2019,Pirkanmaa,Gooseberry,4,0,..,0,..,0,..
2019,Pirkanmaa,Highbush blueberry,13,7,..,6,..,10,..
2019,Pirkanmaa,Sea buckthorn,7,2,..,2,..,2,..
2019,Pirkanmaa,Chokeberry (Aronia spp.),3,15,..,11,..,1,..
2019,Pirkanmaa,Apple,15,18,3,15,..,23,..
2019,Southeast Finland,Garden pea,33,72,..,..,..,59,..
2019,Southeast Finland,Bean,3,0,..,..,..,2,..
2019,Southeast Finland,White cabbage,..,..,..,..,..,..,..
2019,Southeast Finland,Savoy cabbage,..,..,..,..,..,..,..
2019,Southeast Finland,Red cabbage,4,1,..,..,..,17,..
2019,Southeast Finland,Cauliflover,8,7,..,..,..,49,..
2019,Southeast Finland,Brussels sprout,..,..,..,..,..,..,..
2019,Southeast Finland,Sprouting broccoli,4,5,..,..,..,18,..
2019,Southeast Finland,Kohlrabi,4,0,..,..,..,5,..
2019,Southeast Finland,Chinese cabbage,..,..,..,..,..,..,..
2019,Southeast Finland,Carrot,17,22,..,..,..,1371,..
2019,Southeast Finland,Red beet,8,3,..,..,..,101,..
2019,Southeast Finland,Swede,10,1,..,..,..,24,..
2019,Southeast Finland,Turnip,4,3,..,..,..,1,..
2019,Southeast Finland,Celeriac,..,..,..,..,..,..,..
2019,Southeast Finland,Parsnip,5,1,..,..,..,1,..
2019,Southeast Finland,Leek,3,0,..,..,..,5,..
2019,Southeast Finland,Gherkin,7,1,..,..,..,15,..
2019,Southeast Finland,Pumpkin,4,10,..,..,..,94,..
2019,Southeast Finland,Courgette,4,4,..,..,..,37,..
2019,Southeast Finland,Lettuces,3,7,..,..,..,88,..
2019,Southeast Finland,Celery,1,..,..,..,..,..,..
2019,Southeast Finland,Spinach,..,..,..,..,..,..,..
2019,Southeast Finland,Rhubarb,..,..,..,..,..,..,..
2019,Southeast Finland,Dill,7,0,..,..,..,1,..
2019,Southeast Finland,Parsley,2,..,..,..,..,..,..
2019,Southeast Finland,Garlic,3,1,..,..,..,1,..
2019,Southeast Finland,Sweet corn,1,..,..,..,..,..,..
2019,Southeast Finland,Asparagus,1,..,..,..,..,..,..
2019,Southeast Finland,Strawberry,66,262,..,204,..,692,..
2019,Southeast Finland,Black and green currant,28,95,..,63,..,22,..
2019,Southeast Finland,Red currant,6,10,..,9,..,4,..
2019,Southeast Finland,White currant,3,0,..,0,..,..,..
2019,Southeast Finland,Raspberry,27,17,..,17,..,37,..
2019,Southeast Finland,Gooseberry,6,1,..,1,..,1,..
2019,Southeast Finland,Highbush blueberry,13,5,..,5,..,9,..
2019,Southeast Finland,Sea buckthorn,13,3,..,3,..,1,..
2019,Southeast Finland,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2019,Southeast Finland,Apple,19,17,..,16,..,101,..
2019,South Savo,Garden pea,40,55,..,..,..,71,..
2019,South Savo,Bean,..,..,..,..,..,..,..
2019,South Savo,White cabbage,..,..,..,..,..,..,..
2019,South Savo,Savoy cabbage,..,..,..,..,..,..,..
2019,South Savo,Red cabbage,3,3,..,..,..,18,..
2019,South Savo,Cauliflover,12,45,..,..,..,456,..
2019,South Savo,Brussels sprout,2,..,..,..,..,..,..
2019,South Savo,Sprouting broccoli,10,75,..,..,..,521,..
2019,South Savo,Kohlrabi,..,..,..,..,..,..,..
2019,South Savo,Chinese cabbage,13,75,..,..,..,1063,..
2019,South Savo,Carrot,17,104,..,..,..,4942,..
2019,South Savo,Red beet,9,12,..,..,..,161,..
2019,South Savo,Swede,8,19,..,..,..,304,..
2019,South Savo,Turnip,3,0,..,..,..,1,..
2019,South Savo,Celeriac,1,..,..,..,..,..,..
2019,South Savo,Parsnip,4,2,..,..,..,13,..
2019,South Savo,Leek,5,5,..,..,..,125,..
2019,South Savo,Gherkin,4,0,..,..,..,1,..
2019,South Savo,Pumpkin,2,..,..,..,..,..,..
2019,South Savo,Courgette,8,6,..,..,..,117,..
2019,South Savo,Lettuces,15,93,..,..,..,1331,..
2019,South Savo,Celery,1,..,..,..,..,..,..
2019,South Savo,Spinach,..,..,..,..,..,..,..
2019,South Savo,Rhubarb,4,0,..,..,..,1,..
2019,South Savo,Dill,6,1,..,..,..,2,..
2019,South Savo,Parsley,3,0,..,..,..,0,..
2019,South Savo,Garlic,7,1,..,..,..,3,..
2019,South Savo,Sweet corn,3,1,..,..,..,2,..
2019,South Savo,Asparagus,..,..,..,..,..,..,..
2019,South Savo,Strawberry,116,356,..,316,3,1436,..
2019,South Savo,Black and green currant,62,148,..,106,..,183,..
2019,South Savo,Red currant,31,40,..,32,..,90,..
2019,South Savo,White currant,5,6,..,2,..,3,..
2019,South Savo,Raspberry,70,72,..,61,1,177,..
2019,South Savo,Gooseberry,7,1,..,1,..,1,..
2019,South Savo,Highbush blueberry,24,14,..,11,..,45,..
2019,South Savo,Sea buckthorn,9,5,..,5,..,1,..
2019,South Savo,Chokeberry (Aronia spp.),4,0,..,0,..,1,..
2019,South Savo,Apple,33,30,4,27,..,63,..
2019,North Savo,Garden pea,26,37,..,..,..,25,..
2019,North Savo,Bean,1,..,..,..,..,..,..
2019,North Savo,White cabbage,..,..,..,..,..,..,..
2019,North Savo,Savoy cabbage,..,..,..,..,..,..,..
2019,North Savo,Red cabbage,..,..,..,..,..,..,..
2019,North Savo,Cauliflover,..,..,..,..,..,..,..
2019,North Savo,Brussels sprout,..,..,..,..,..,..,..
2019,North Savo,Sprouting broccoli,4,19,..,..,..,100,..
2019,North Savo,Kohlrabi,..,..,..,..,..,..,..
2019,North Savo,Chinese cabbage,..,..,..,..,..,..,..
2019,North Savo,Carrot,14,20,..,..,..,293,..
2019,North Savo,Red beet,2,..,..,..,..,..,..
2019,North Savo,Swede,7,9,..,..,..,45,..
2019,North Savo,Turnip,..,..,..,..,..,..,..
2019,North Savo,Celeriac,..,..,..,..,..,..,..
2019,North Savo,Parsnip,4,2,..,..,..,10,..
2019,North Savo,Leek,..,..,..,..,..,..,..
2019,North Savo,Gherkin,..,..,..,..,..,..,..
2019,North Savo,Pumpkin,..,..,..,..,..,..,..
2019,North Savo,Courgette,1,..,..,..,..,..,..
2019,North Savo,Lettuces,2,..,..,..,..,..,..
2019,North Savo,Celery,..,..,..,..,..,..,..
2019,North Savo,Spinach,..,..,..,..,..,..,..
2019,North Savo,Rhubarb,2,..,..,..,..,..,..
2019,North Savo,Dill,1,..,..,..,..,..,..
2019,North Savo,Parsley,..,..,..,..,..,..,..
2019,North Savo,Garlic,3,0,..,..,..,..,..
2019,North Savo,Sweet corn,1,..,..,..,..,..,..
2019,North Savo,Asparagus,..,..,..,..,..,..,..
2019,North Savo,Strawberry,181,989,..,902,7,4918,..
2019,North Savo,Black and green currant,86,383,..,291,..,495,..
2019,North Savo,Red currant,21,15,..,14,..,61,..
2019,North Savo,White currant,5,0,..,0,..,0,..
2019,North Savo,Raspberry,96,94,..,87,3,396,..
2019,North Savo,Gooseberry,7,1,..,0,..,0,..
2019,North Savo,Highbush blueberry,21,8,..,6,..,14,..
2019,North Savo,Sea buckthorn,10,2,..,1,..,0,..
2019,North Savo,Chokeberry (Aronia spp.),5,1,..,1,..,0,..
2019,North Savo,Apple,19,10,3,9,..,15,..
2019,North Karelia,Garden pea,10,21,..,..,..,18,..
2019,North Karelia,Bean,..,..,..,..,..,..,..
2019,North Karelia,White cabbage,..,..,..,..,..,..,..
2019,North Karelia,Savoy cabbage,..,..,..,..,..,..,..
2019,North Karelia,Red cabbage,1,..,..,..,..,..,..
2019,North Karelia,Cauliflover,1,..,..,..,..,..,..
2019,North Karelia,Brussels sprout,..,..,..,..,..,..,..
2019,North Karelia,Sprouting broccoli,1,..,..,..,..,..,..
2019,North Karelia,Kohlrabi,..,..,..,..,..,..,..
2019,North Karelia,Chinese cabbage,1,..,..,..,..,..,..
2019,North Karelia,Carrot,4,10,..,..,..,339,..
2019,North Karelia,Red beet,1,..,..,..,..,..,..
2019,North Karelia,Swede,2,..,..,..,..,..,..
2019,North Karelia,Turnip,2,..,..,..,..,..,..
2019,North Karelia,Celeriac,..,..,..,..,..,..,..
2019,North Karelia,Parsnip,1,..,..,..,..,..,..
2019,North Karelia,Leek,..,..,..,..,..,..,..
2019,North Karelia,Gherkin,2,..,..,..,..,..,..
2019,North Karelia,Pumpkin,..,..,..,..,..,..,..
2019,North Karelia,Courgette,1,..,..,..,..,..,..
2019,North Karelia,Lettuces,..,..,..,..,..,..,..
2019,North Karelia,Celery,..,..,..,..,..,..,..
2019,North Karelia,Spinach,..,..,..,..,..,..,..
2019,North Karelia,Rhubarb,3,1,..,..,..,5,..
2019,North Karelia,Dill,..,..,..,..,..,..,..
2019,North Karelia,Parsley,1,..,..,..,..,..,..
2019,North Karelia,Garlic,3,1,..,..,..,..,..
2019,North Karelia,Sweet corn,2,..,..,..,..,..,..
2019,North Karelia,Asparagus,..,..,..,..,..,..,..
2019,North Karelia,Strawberry,80,332,..,298,1,1302,..
2019,North Karelia,Black and green currant,76,415,..,271,..,319,..
2019,North Karelia,Red currant,34,53,..,40,..,115,..
2019,North Karelia,White currant,6,7,..,3,..,0,..
2019,North Karelia,Raspberry,35,21,..,18,..,50,..
2019,North Karelia,Gooseberry,19,20,..,16,..,27,..
2019,North Karelia,Highbush blueberry,8,4,..,4,..,0,..
2019,North Karelia,Sea buckthorn,14,5,..,1,..,1,..
2019,North Karelia,Chokeberry (Aronia spp.),7,1,..,1,..,1,..
2019,North Karelia,Apple,15,7,2,5,..,10,..
2019,Central Finland,Garden pea,21,14,..,..,..,19,..
2019,Central Finland,Bean,2,..,..,..,..,..,..
2019,Central Finland,White cabbage,..,..,..,..,..,..,..
2019,Central Finland,Savoy cabbage,..,..,..,..,..,..,..
2019,Central Finland,Red cabbage,2,..,..,..,..,..,..
2019,Central Finland,Cauliflover,3,1,..,..,..,4,..
2019,Central Finland,Brussels sprout,1,..,..,..,..,..,..
2019,Central Finland,Sprouting broccoli,4,1,..,..,..,5,..
2019,Central Finland,Kohlrabi,3,0,..,..,..,3,..
2019,Central Finland,Chinese cabbage,..,..,..,..,..,..,..
2019,Central Finland,Carrot,12,12,..,..,..,269,..
2019,Central Finland,Red beet,2,..,..,..,..,..,..
2019,Central Finland,Swede,1,..,..,..,..,..,..
2019,Central Finland,Turnip,..,..,..,..,..,..,..
2019,Central Finland,Celeriac,..,..,..,..,..,..,..
2019,Central Finland,Parsnip,..,..,..,..,..,..,..
2019,Central Finland,Leek,1,..,..,..,..,..,..
2019,Central Finland,Gherkin,2,..,..,..,..,..,..
2019,Central Finland,Pumpkin,1,..,..,..,..,..,..
2019,Central Finland,Courgette,2,..,..,..,..,..,..
2019,Central Finland,Lettuces,1,..,..,..,..,..,..
2019,Central Finland,Celery,..,..,..,..,..,..,..
2019,Central Finland,Spinach,..,..,..,..,..,..,..
2019,Central Finland,Rhubarb,2,..,..,..,..,..,..
2019,Central Finland,Dill,2,..,..,..,..,..,..
2019,Central Finland,Parsley,1,..,..,..,..,..,..
2019,Central Finland,Garlic,4,0,..,..,..,0,..
2019,Central Finland,Sweet corn,1,..,..,..,..,..,..
2019,Central Finland,Asparagus,2,..,..,..,..,..,..
2019,Central Finland,Strawberry,78,102,..,93,..,301,..
2019,Central Finland,Black and green currant,47,114,..,89,..,198,..
2019,Central Finland,Red currant,13,16,..,14,..,53,..
2019,Central Finland,White currant,7,17,..,17,..,47,..
2019,Central Finland,Raspberry,37,14,..,13,..,17,..
2019,Central Finland,Gooseberry,2,..,..,..,..,..,..
2019,Central Finland,Highbush blueberry,18,9,..,7,..,20,..
2019,Central Finland,Sea buckthorn,10,1,..,1,..,0,..
2019,Central Finland,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2019,Central Finland,Apple,23,14,1,13,..,23,..
2019,South Ostrobothnia,Garden pea,18,123,..,..,..,108,..
2019,South Ostrobothnia,Bean,..,..,..,..,..,..,..
2019,South Ostrobothnia,White cabbage,..,..,..,..,..,..,..
2019,South Ostrobothnia,Savoy cabbage,..,..,..,..,..,..,..
2019,South Ostrobothnia,Red cabbage,..,..,..,..,..,..,..
2019,South Ostrobothnia,Cauliflover,..,..,..,..,..,..,..
2019,South Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2019,South Ostrobothnia,Sprouting broccoli,..,..,..,..,..,..,..
2019,South Ostrobothnia,Kohlrabi,..,..,..,..,..,..,..
2019,South Ostrobothnia,Chinese cabbage,..,..,..,..,..,..,..
2019,South Ostrobothnia,Carrot,15,56,..,..,..,1345,..
2019,South Ostrobothnia,Red beet,5,7,..,..,..,4,..
2019,South Ostrobothnia,Swede,7,13,..,..,..,24,..
2019,South Ostrobothnia,Turnip,8,53,..,..,..,669,..
2019,South Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2019,South Ostrobothnia,Parsnip,2,..,..,..,..,..,..
2019,South Ostrobothnia,Leek,..,..,..,..,..,..,..
2019,South Ostrobothnia,Gherkin,..,..,..,..,..,..,..
2019,South Ostrobothnia,Pumpkin,..,..,..,..,..,..,..
2019,South Ostrobothnia,Courgette,..,..,..,..,..,..,..
2019,South Ostrobothnia,Lettuces,..,..,..,..,..,..,..
2019,South Ostrobothnia,Celery,..,..,..,..,..,..,..
2019,South Ostrobothnia,Spinach,..,..,..,..,..,..,..
2019,South Ostrobothnia,Rhubarb,1,..,..,..,..,..,..
2019,South Ostrobothnia,Dill,..,..,..,..,..,..,..
2019,South Ostrobothnia,Parsley,..,..,..,..,..,..,..
2019,South Ostrobothnia,Garlic,9,10,..,..,..,7,..
2019,South Ostrobothnia,Sweet corn,2,..,..,..,..,..,..
2019,South Ostrobothnia,Asparagus,..,..,..,..,..,..,..
2019,South Ostrobothnia,Strawberry,45,113,..,104,..,413,..
2019,South Ostrobothnia,Black and green currant,32,37,..,19,..,15,..
2019,South Ostrobothnia,Red currant,3,0,..,0,..,..,..
2019,South Ostrobothnia,White currant,1,..,..,..,..,..,..
2019,South Ostrobothnia,Raspberry,22,10,..,9,..,21,..
2019,South Ostrobothnia,Gooseberry,..,..,..,..,..,..,..
2019,South Ostrobothnia,Highbush blueberry,8,4,..,3,..,1,..
2019,South Ostrobothnia,Sea buckthorn,33,52,..,27,..,10,..
2019,South Ostrobothnia,Chokeberry (Aronia spp.),4,21,..,10,..,13,..
2019,South Ostrobothnia,Apple,9,13,3,11,..,2,..
2019,Ostrobothnia,Garden pea,15,34,..,..,..,65,..
2019,Ostrobothnia,Bean,..,..,..,..,..,..,..
2019,Ostrobothnia,White cabbage,..,..,..,..,..,..,..
2019,Ostrobothnia,Savoy cabbage,..,..,..,..,..,..,..
2019,Ostrobothnia,Red cabbage,9,10,..,..,..,331,..
2019,Ostrobothnia,Cauliflover,7,26,..,..,..,268,..
2019,Ostrobothnia,Brussels sprout,1,..,..,..,..,..,..
2019,Ostrobothnia,Sprouting broccoli,6,9,..,..,..,55,..
2019,Ostrobothnia,Kohlrabi,3,0,..,..,..,..,..
2019,Ostrobothnia,Chinese cabbage,7,9,..,..,..,173,..
2019,Ostrobothnia,Carrot,16,97,..,..,..,4131,..
2019,Ostrobothnia,Red beet,6,3,..,..,..,45,..
2019,Ostrobothnia,Swede,6,3,..,..,..,39,..
2019,Ostrobothnia,Turnip,7,65,..,..,..,321,..
2019,Ostrobothnia,Celeriac,2,..,..,..,..,..,..
2019,Ostrobothnia,Parsnip,5,7,..,..,..,82,..
2019,Ostrobothnia,Leek,1,..,..,..,..,..,..
2019,Ostrobothnia,Gherkin,2,..,..,..,..,..,..
2019,Ostrobothnia,Pumpkin,3,1,..,..,..,1,..
2019,Ostrobothnia,Courgette,3,0,..,..,..,..,..
2019,Ostrobothnia,Lettuces,9,36,..,..,..,532,..
2019,Ostrobothnia,Celery,..,..,..,..,..,..,..
2019,Ostrobothnia,Spinach,..,..,..,..,..,..,..
2019,Ostrobothnia,Rhubarb,4,2,..,..,..,8,..
2019,Ostrobothnia,Dill,2,..,..,..,..,..,..
2019,Ostrobothnia,Parsley,1,..,..,..,..,..,..
2019,Ostrobothnia,Garlic,1,..,..,..,..,..,..
2019,Ostrobothnia,Sweet corn,1,..,..,..,..,..,..
2019,Ostrobothnia,Asparagus,2,..,..,..,..,..,..
2019,Ostrobothnia,Strawberry,44,81,..,76,..,273,..
2019,Ostrobothnia,Black and green currant,29,33,..,27,..,3,..
2019,Ostrobothnia,Red currant,2,..,..,..,..,..,..
2019,Ostrobothnia,White currant,..,..,..,..,..,..,..
2019,Ostrobothnia,Raspberry,10,4,..,4,..,4,..
2019,Ostrobothnia,Gooseberry,..,..,..,..,..,..,..
2019,Ostrobothnia,Highbush blueberry,4,2,..,1,..,0,..
2019,Ostrobothnia,Sea buckthorn,11,20,..,8,..,9,..
2019,Ostrobothnia,Chokeberry (Aronia spp.),5,19,..,1,..,1,..
2019,Ostrobothnia,Apple,11,4,..,4,..,1,..
2019,North Ostrobothnia,Garden pea,5,72,..,..,..,30,..
2019,North Ostrobothnia,Bean,..,..,..,..,..,..,..
2019,North Ostrobothnia,White cabbage,..,..,..,..,..,..,..
2019,North Ostrobothnia,Savoy cabbage,..,..,..,..,..,..,..
2019,North Ostrobothnia,Red cabbage,2,..,..,..,..,..,..
2019,North Ostrobothnia,Cauliflover,1,..,..,..,..,..,..
2019,North Ostrobothnia,Brussels sprout,..,..,..,..,..,..,..
2019,North Ostrobothnia,Sprouting broccoli,1,..,..,..,..,..,..
2019,North Ostrobothnia,Kohlrabi,1,..,..,..,..,..,..
2019,North Ostrobothnia,Chinese cabbage,1,..,..,..,..,..,..
2019,North Ostrobothnia,Carrot,15,43,..,..,..,825,..
2019,North Ostrobothnia,Red beet,6,22,..,..,..,361,..
2019,North Ostrobothnia,Swede,4,11,..,..,..,62,..
2019,North Ostrobothnia,Turnip,7,6,..,..,..,10,..
2019,North Ostrobothnia,Celeriac,..,..,..,..,..,..,..
2019,North Ostrobothnia,Parsnip,3,2,..,..,..,10,..
2019,North Ostrobothnia,Leek,..,..,..,..,..,..,..
2019,North Ostrobothnia,Gherkin,..,..,..,..,..,..,..
2019,North Ostrobothnia,Pumpkin,..,..,..,..,..,..,..
2019,North Ostrobothnia,Courgette,1,..,..,..,..,..,..
2019,North Ostrobothnia,Lettuces,1,..,..,..,..,..,..
2019,North Ostrobothnia,Celery,..,..,..,..,..,..,..
2019,North Ostrobothnia,Spinach,..,..,..,..,..,..,..
2019,North Ostrobothnia,Rhubarb,1,..,..,..,..,..,..
2019,North Ostrobothnia,Dill,2,..,..,..,..,..,..
2019,North Ostrobothnia,Parsley,1,..,..,..,..,..,..
2019,North Ostrobothnia,Garlic,4,2,..,..,..,2,..
2019,North Ostrobothnia,Sweet corn,..,..,..,..,..,..,..
2019,North Ostrobothnia,Asparagus,1,..,..,..,..,..,..
2019,North Ostrobothnia,Strawberry,52,135,..,127,..,574,..
2019,North Ostrobothnia,Black and green currant,48,175,..,123,..,113,..
2019,North Ostrobothnia,Red currant,11,10,..,9,..,26,..
2019,North Ostrobothnia,White currant,5,1,..,0,..,0,..
2019,North Ostrobothnia,Raspberry,31,9,..,8,..,19,..
2019,North Ostrobothnia,Gooseberry,5,0,..,0,..,0,..
2019,North Ostrobothnia,Highbush blueberry,2,..,..,..,..,..,..
2019,North Ostrobothnia,Sea buckthorn,24,11,..,8,..,3,..
2019,North Ostrobothnia,Chokeberry (Aronia spp.),6,1,..,0,..,0,..
2019,North Ostrobothnia,Apple,8,2,0,2,..,1,..
2019,Kainuu,Garden pea,2,..,..,..,..,..,..
2019,Kainuu,Bean,..,..,..,..,..,..,..
2019,Kainuu,White cabbage,..,..,..,..,..,..,..
2019,Kainuu,Savoy cabbage,..,..,..,..,..,..,..
2019,Kainuu,Red cabbage,1,..,..,..,..,..,..
2019,Kainuu,Cauliflover,2,..,..,..,..,..,..
2019,Kainuu,Brussels sprout,..,..,..,..,..,..,..
2019,Kainuu,Sprouting broccoli,2,..,..,..,..,..,..
2019,Kainuu,Kohlrabi,1,..,..,..,..,..,..
2019,Kainuu,Chinese cabbage,1,..,..,..,..,..,..
2019,Kainuu,Carrot,2,..,..,..,..,..,..
2019,Kainuu,Red beet,2,..,..,..,..,..,..
2019,Kainuu,Swede,2,..,..,..,..,..,..
2019,Kainuu,Turnip,2,..,..,..,..,..,..
2019,Kainuu,Celeriac,..,..,..,..,..,..,..
2019,Kainuu,Parsnip,..,..,..,..,..,..,..
2019,Kainuu,Leek,1,..,..,..,..,..,..
2019,Kainuu,Gherkin,..,..,..,..,..,..,..
2019,Kainuu,Pumpkin,..,..,..,..,..,..,..
2019,Kainuu,Courgette,1,..,..,..,..,..,..
2019,Kainuu,Lettuces,1,..,..,..,..,..,..
2019,Kainuu,Celery,..,..,..,..,..,..,..
2019,Kainuu,Spinach,..,..,..,..,..,..,..
2019,Kainuu,Rhubarb,2,..,..,..,..,..,..
2019,Kainuu,Dill,..,..,..,..,..,..,..
2019,Kainuu,Parsley,..,..,..,..,..,..,..
2019,Kainuu,Garlic,..,..,..,..,..,..,..
2019,Kainuu,Sweet corn,..,..,..,..,..,..,..
2019,Kainuu,Asparagus,1,..,..,..,..,..,..
2019,Kainuu,Strawberry,30,69,..,58,..,169,..
2019,Kainuu,Black and green currant,13,18,..,12,..,23,..
2019,Kainuu,Red currant,5,3,..,3,..,5,..
2019,Kainuu,White currant,..,..,..,..,..,..,..
2019,Kainuu,Raspberry,9,2,..,2,..,2,..
2019,Kainuu,Gooseberry,1,..,..,..,..,..,..
2019,Kainuu,Highbush blueberry,..,..,..,..,..,..,..
2019,Kainuu,Sea buckthorn,1,..,..,..,..,..,..
2019,Kainuu,Chokeberry (Aronia spp.),1,..,..,..,..,..,..
2019,Kainuu,Apple,6,2,..,2,..,14,..
2019,Lapland,Garden pea,..,..,..,..,..,..,..
2019,Lapland,Bean,..,..,..,..,..,..,..
2019,Lapland,White cabbage,..,..,..,..,..,..,..
2019,Lapland,Savoy cabbage,..,..,..,..,..,..,..
2019,Lapland,Red cabbage,..,..,..,..,..,..,..
2019,Lapland,Cauliflover,1,..,..,..,..,..,..
2019,Lapland,Brussels sprout,..,..,..,..,..,..,..
2019,Lapland,Sprouting broccoli,1,..,..,..,..,..,..
2019,Lapland,Kohlrabi,..,..,..,..,..,..,..
2019,Lapland,Chinese cabbage,..,..,..,..,..,..,..
2019,Lapland,Carrot,6,5,..,..,..,138,..
2019,Lapland,Red beet,..,..,..,..,..,..,..
2019,Lapland,Swede,..,..,..,..,..,..,..
2019,Lapland,Turnip,15,23,..,..,..,45,..
2019,Lapland,Celeriac,..,..,..,..,..,..,..
2019,Lapland,Parsnip,..,..,..,..,..,..,..
2019,Lapland,Leek,1,..,..,..,..,..,..
2019,Lapland,Gherkin,1,..,..,..,..,..,..
2019,Lapland,Pumpkin,..,..,..,..,..,..,..
2019,Lapland,Courgette,..,..,..,..,..,..,..
2019,Lapland,Lettuces,..,..,..,..,..,..,..
2019,Lapland,Celery,..,..,..,..,..,..,..
2019,Lapland,Spinach,..,..,..,..,..,..,..
2019,Lapland,Rhubarb,..,..,..,..,..,..,..
2019,Lapland,Dill,1,..,..,..,..,..,..
2019,Lapland,Parsley,1,..,..,..,..,..,..
2019,Lapland,Garlic,..,..,..,..,..,..,..
2019,Lapland,Sweet corn,..,..,..,..,..,..,..
2019,Lapland,Asparagus,..,..,..,..,..,..,..
2019,Lapland,Strawberry,8,11,..,10,..,19,..
2019,Lapland,Black and green currant,8,10,..,6,..,0,..
2019,Lapland,Red currant,..,..,..,..,..,..,..
2019,Lapland,White currant,1,..,..,..,..,..,..
2019,Lapland,Raspberry,5,0,..,0,..,0,..
2019,Lapland,Gooseberry,..,..,..,..,..,..,..
2019,Lapland,Highbush blueberry,..,..,..,..,..,..,..
2019,Lapland,Sea buckthorn,1,..,..,..,..,..,..
2019,Lapland,Chokeberry (Aronia spp.),..,..,..,..,..,..,..
2019,Lapland,Apple,..,..,..,..,..,..,..
2019,Åland,Garden pea,1,..,..,..,..,..,..
2019,Åland,Bean,3,1,..,..,..,2,..
2019,Åland,White cabbage,..,..,..,..,..,..,..
2019,Åland,Savoy cabbage,..,..,..,..,..,..,..
2019,Åland,Red cabbage,..,..,..,..,..,..,..
2019,Åland,Cauliflover,1,..,..,..,..,..,..
2019,Åland,Brussels sprout,..,..,..,..,..,..,..
2019,Åland,Sprouting broccoli,1,..,..,..,..,..,..
2019,Åland,Kohlrabi,2,..,..,..,..,..,..
2019,Åland,Chinese cabbage,7,10,..,..,..,168,..
2019,Åland,Carrot,7,4,..,..,..,170,..
2019,Åland,Red beet,6,5,..,..,..,66,..
2019,Åland,Swede,..,..,..,..,..,..,..
2019,Åland,Turnip,..,..,..,..,..,..,..
2019,Åland,Celeriac,1,..,..,..,..,..,..
2019,Åland,Parsnip,7,8,..,..,..,116,..
2019,Åland,Leek,6,6,..,..,..,108,..
2019,Åland,Gherkin,4,1,..,..,..,32,..
2019,Åland,Pumpkin,1,..,..,..,..,..,..
2019,Åland,Courgette,3,1,..,..,..,15,..
2019,Åland,Lettuces,6,9,..,..,..,159,..
2019,Åland,Celery,4,3,..,..,..,37,..
2019,Åland,Spinach,..,..,..,..,..,..,..
2019,Åland,Rhubarb,1,..,..,..,..,..,..
2019,Åland,Dill,8,4,..,..,..,4,..
